#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_002942.5	1645642	1646673	+	19833054	-	lpg1489	YP_095518.1	343	-	hypothetical protein lpg1489
chr	NC_002942.5	1646838	1648163	+	19833055	cyaA	lpg1490	YP_095519.1	441	-	adenylate cyclase
chr	NC_002942.5	1648274	1649515	+	19833056	-	lpg1491	YP_095520.1	413	-	hypothetical protein lpg1491
chr	NC_002942.5	1649569	1650591	-	19833057	-	lpg1492	YP_095521.1	340	-	spectinomycin phosphotransferase
chr	NC_002942.5	1650736	1650954	+	19833058	-	lpg1493	YP_095522.1	72	-	hypothetical protein lpg1493
chr	NC_002942.5	1650968	1651390	-	19833059	-	lpg1494	YP_095523.1	140	-	hypothetical protein lpg1494
chr	NC_002942.5	1651437	1651730	+	19833060	-	lpg1495	YP_095524.1	97	-	hypothetical protein lpg1495
chr	NC_002942.5	1652066	1653862	+	19833061	-	lpg1496	YP_095525.1	598	-	hypothetical protein lpg1496
chr	NC_002942.5	1654079	1656781	+	19833062	pepN	lpg1497	YP_095526.1	900	-	aminopeptidase
chr	NC_002942.5	1656922	1657860	-	19833063	-	lpg1498	YP_095527.1	312	-	hypothetical protein lpg1498
chr	NC_002942.5	1657932	1658474	-	19833064	-	lpg1499	YP_095528.1	180	-	hypothetical protein lpg1499
chr	NC_002942.5	1658523	1659224	-	19833065	-	lpg1500	YP_095529.1	233	-	oxidoreductase, short chain dehydrogenase/reductase
chr	NC_002942.5	1659724	1660188	-	19833066	-	lpg1501	YP_095530.1	154	-	N-acetyltransferase
chr	NC_002942.5	1660524	1661963	-	19833067	lpdA	lpg1502	YP_095531.1	479	-	dihydrolipoamide dehydrogenase
chr	NC_002942.5	1662037	1663671	-	19833068	aceF	lpg1503	YP_095532.2	544	-	dihydrolipoamide acetyltransferase
chr	NC_002942.5	1663729	1666410	-	19833069	aceE	lpg1504	YP_095533.1	893	-	pyruvate dehydrogenase subunit E1
chr	NC_002942.5	1666420	1666809	-	19833070	-	lpg1505	YP_095534.1	129	-	hypothetical protein lpg1505
chr	NC_002942.5	1666848	1667627	-	19833071	-	lpg1506	YP_095535.1	259	-	inner membrane protein AmpE
chr	NC_002942.5	1667605	1668777	-	19833072	-	lpg1507	YP_095536.1	390	-	sodium/hydrogen antiporter
chr	NC_002942.5	1669097	1669918	-	19833073	-	lpg1508	YP_095537.1	273	-	rare lipoprotein A
chr	NC_002942.5	1670045	1671337	+	19833074	-	lpg1509	YP_095538.1	430	-	D-alanyl-D-alanine carboxypeptidase
chr	NC_002942.5	1671350	1672186	+	19833075	-	lpg1510	YP_095539.1	278	-	D-alanine-aminotransferase
chr	NC_002942.5	1672453	1673052	+	19833076	lipB	lpg1511	YP_095540.1	199	-	lipoyltransferase
chr	NC_002942.5	1673062	1675098	+	19833077	-	lpg1512	YP_095541.1	678	-	DedA/PAP2 domain-containing protein
chr	NC_002942.5	1675215	1675829	+	19833078	-	lpg1513	YP_095542.1	204	-	type I secretion system LssZ
chr	NC_002942.5	1675884	1676615	+	19833079	-	lpg1514	YP_095543.1	243	-	lipoprotein
chr	NC_002942.5	1676654	1678285	+	19833080	-	lpg1515	YP_095544.1	543	-	toxin secretion ATP-binding protein
chr	NC_002942.5	1678273	1678854	+	19833081	-	lpg1516	YP_095545.1	193	-	ABC transporter ATP-binding/permease fusion protein
chr	NC_002942.5	1678858	1679994	+	19833082	-	lpg1517	YP_095546.1	378	-	HlyD family secretion protein
chr	NC_002942.5	1680081	1682630	+	19833083	-	lpg1518	YP_095547.1	849	-	sensory box protein
chr	NC_002942.5	1682632	1683201	-	19833084	-	lpg1519	YP_095548.1	189	-	hypoxanthine-guanine phosphoribosyltransferase
chr	NC_002942.5	1683244	1683570	-	19833085	-	lpg1520	YP_095549.1	108	-	hypothetical protein lpg1520
chr	NC_002942.5	1683753	1684496	-	19833086	-	lpg1521	YP_095550.1	247	-	methyl-transferase
chr	NC_002942.5	1684755	1686479	+	19833087	pilB	lpg1522	YP_095551.1	574	-	(type IV) pilus assembly protein PilB
chr	NC_002942.5	1686485	1687705	+	19833088	pilC	lpg1523	YP_095552.1	406	-	(type IV) pilus assembly protein PilC
chr	NC_002942.5	1687745	1688614	+	19833089	pilD	lpg1524	YP_095553.1	289	-	type 4 (IV) prepilin-like protein leader peptide processing enzyme PilD
chr	NC_002942.5	1688628	1689866	-	19833090	-	lpg1525	YP_095554.1	412	-	CAAX amino terminal protease
chr	NC_002942.5	1689941	1690534	-	19833091	-	lpg1526	YP_095555.1	197	-	hypothetical protein lpg1526
chr	NC_002942.5	1690550	1691005	-	19833092	-	lpg1527	YP_095556.1	151	-	hypothetical protein lpg1527
chr	NC_002942.5	1691139	1691954	+	19833093	-	lpg1528	YP_095557.1	271	-	hypothetical protein lpg1528
chr	NC_002942.5	1692079	1693551	-	19833094	prpD	lpg1529	YP_095558.1	490	-	2-methylcitrate dehydratase
chr	NC_002942.5	1693529	1694647	-	19833095	-	lpg1530	YP_095559.1	372	-	2-methylcitrate synthase
chr	NC_002942.5	1694853	1695644	-	19833096	-	lpg1531	YP_095560.1	263	-	phenazine biosynthesis PhzF
chr	NC_002942.5	1695724	1697724	-	19833097	-	lpg1532	YP_095561.1	666	-	peptidase
chr	NC_002942.5	1697717	1699333	-	19833098	ydgR	lpg1533	YP_095562.1	538	-	POT family peptide transport protein
chr	NC_002942.5	1699656	1700957	-	19833099	hemL	lpg1534	YP_095563.1	433	-	glutamate-1-semialdehyde aminotransferase
chr	NC_002942.5	1701368	1701544	+	19833100	-	lpg1535	YP_095564.1	58	-	rubredoxin (rubredoxin-type Fe(Cys)4 protein)
chr	NC_002942.5	1701541	1701963	-	19833101	-	lpg1536	YP_095565.1	140	-	transmembrane protein
chr	NC_002942.5	1701966	1702697	-	19833102	-	lpg1537	YP_095566.1	243	-	transporter
chr	NC_002942.5	1702965	1704275	+	19833103	pcnB	lpg1538	YP_095567.1	436	-	poly(A) polymerase
chr	NC_002942.5	1704272	1704697	+	19833104	-	lpg1539	YP_095568.1	141	-	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
chr	NC_002942.5	1704752	1705174	+	19833105	-	lpg1540	YP_095569.1	140	-	universal stress protein A
chr	NC_002942.5	1705239	1706627	-	19833106	engA	lpg1541	YP_095570.1	462	-	GTP-binding protein EngA
chr	NC_002942.5	1706632	1707795	-	19833107	-	lpg1542	YP_095571.1	387	-	PQQ WD-40-like repeat-containing protein
chr	NC_002942.5	1707811	1708485	-	19833108	-	lpg1543	YP_095572.1	224	-	transmembrane protein
chr	NC_002942.5	1708503	1709783	-	19833109	hisS	lpg1544	YP_095573.1	426	-	histidyl-tRNA synthetase
chr	NC_002942.5	1709773	1710342	-	19833110	-	lpg1545	YP_095574.1	189	-	DNA-binding protein
chr	NC_002942.5	1710317	1711099	-	19833111	-	lpg1546	YP_095575.1	260	-	fimbrial biogenesis and twitching motility protein PilF
chr	NC_002942.5	1711279	1712439	-	19833112	-	lpg1547	YP_095576.1	386	-	radical SAM protein
chr	NC_002942.5	1712448	1712924	-	19833113	ndk	lpg1548	YP_095577.1	158	-	nucleoside diphosphate kinase
chr	NC_002942.5	1713008	1713892	-	19833114	-	lpg1549	YP_095578.1	294	-	hypothetical protein lpg1549
chr	NC_002942.5	1713954	1714589	+	19833115	-	lpg1550	YP_095579.1	211	-	tRNA-(ms(2)io(6)a)-hydrolase(tRNA hydroxylase)
chr	NC_002942.5	1714678	1715424	-	19833116	-	lpg1551	YP_095580.1	248	-	hypothetical protein lpg1551
chr	NC_002942.5	1715421	1716149	-	19833117	-	lpg1552	YP_095581.1	242	-	UDP-2,3-diacylglucosamine hydrolase
chr	NC_002942.5	1716146	1716856	-	19833118	minC	lpg1553	YP_095582.1	236	-	septum site determining protein MinC
chr	NC_002942.5	1716913	1718622	+	19833119	fadD-1	lpg1554	YP_095583.1	569	-	long chain fatty acid-CoA ligase
chr	NC_002942.5	1718670	1719407	-	19833120	artJ	lpg1555	YP_095584.1	245	-	arginine ABC transporter substrate-binding protein
chr	NC_002942.5	1719561	1719968	-	19833121	-	lpg1556	YP_095585.1	135	-	MutT/nudix family protein
chr	NC_002942.5	1720057	1721379	-	19833122	-	lpg1557	YP_095586.1	440	-	para-aminobenzoate synthase, component I
chr	NC_002942.5	1721538	1722632	+	19833123	-	lpg1558	YP_095587.1	364	-	pyruvate dehydrogenase E1 alpha subunit
chr	NC_002942.5	1722625	1723599	+	19833124	-	lpg1559	YP_095588.1	324	-	pyruvate dehydrogenase E1 beta subunit
chr	NC_002942.5	1723602	1724714	+	19833125	-	lpg1560	YP_095589.1	370	-	branched-chain alpha-keto acid dehydrogenase subunit E2
chr	NC_002942.5	1724886	1727105	+	19833126	-	lpg1561	YP_095590.1	739	-	potassium efflux system KefA
chr	NC_002942.5	1727278	1729422	+	19833127	merA1	lpg1562	YP_095591.1	714	-	mercuric reductase
chr	NC_002942.5	1729478	1730197	-	19833128	-	lpg1563	YP_095592.1	239	-	hypothetical protein lpg1563
chr	NC_002942.5	1730285	1731028	-	19833129	-	lpg1564	YP_095593.1	247	-	hypothetical protein lpg1564
chr	NC_002942.5	1731264	1732214	+	19833130	thi3	lpg1565	YP_095594.1	316	-	thiamine biosynthesis protein NMT-1
chr	NC_002942.5	1732217	1733287	+	19833131	-	lpg1566	YP_095595.1	356	-	thiamine biosynthesis oxidoreductase ThiO
chr	NC_002942.5	1733483	1734274	+	19833132	thiG	lpg1567	YP_095596.1	263	-	thiazole synthase
chr	NC_002942.5	1734250	1735737	+	19833133	thiDE	lpg1568	YP_095597.1	495	-	phosphomethylpyrimidine kinase ThiD/thiamin-phosphate pyrophosphorylase fused protein ThiE
chr	NC_002942.5	1735718	1736857	+	19833134	-	lpg1569	YP_095598.1	379	-	sulfurylase ThiF
chr	NC_002942.5	1736886	1737743	-	19833135	-	lpg1570	YP_095599.1	285	-	3\'-nucleotidase/nuclease
chr	NC_002942.5	1737722	1738981	-	19833136	tolB	lpg1571	YP_095600.1	419	-	TolB colicin import protein
chr	NC_002942.5	1738987	1739985	-	19833137	tolA	lpg1572	YP_095601.1	332	-	TolA colicin import membrane protein
chr	NC_002942.5	1739982	1740437	-	19833138	tolR	lpg1573	YP_095602.1	151	-	biopolymer transport protein TolR
chr	NC_002942.5	1740446	1741135	-	19833139	tolQ	lpg1574	YP_095603.1	229	-	biopolymer transport protein TolQ
chr	NC_002942.5	1741148	1741543	-	19833140	-	lpg1575	YP_095604.1	131	-	esterase
chr	NC_002942.5	1741547	1742578	-	19833141	ruvB	lpg1576	YP_095605.1	343	-	Holliday junction DNA helicase RuvB
chr	NC_002942.5	1742704	1743267	-	19833142	rpoE	lpg1577	YP_095606.1	187	-	RNA polymerase sigma E factor RpoE
chr	NC_002942.5	1743361	1743810	-	19833143	-	lpg1578	YP_095607.1	149	-	hypothetical protein lpg1578
chr	NC_002942.5	1744048	1745106	+	19833144	-	lpg1579	YP_095608.1	352	-	glycine cleavage T protein
chr	NC_002942.5	1745137	1745685	-	19833145	-	lpg1580	YP_095609.1	182	-	cytochrome b-561 transmembrane protein
chr	NC_002942.5	1745706	1750583	-	19833146	-	lpg1581	YP_095610.1	1625	-	NAD-glutamate dehydrogenase
chr	NC_002942.5	1750635	1751075	-	19833147	-	lpg1582	YP_095611.1	146	-	hypothetical protein lpg1582
chr	NC_002942.5	1751110	1752498	-	19833148	-	lpg1583	YP_095612.1	462	-	succinate semialdehyde dehydrogenase
chr	NC_002942.5	1752829	1753596	+	19833149	-	lpg1584	YP_095613.1	255	-	(CDP-alcohol) phosphatidyltransferase
chr	NC_002942.5	1753919	1754407	+	19833150	-	lpg1585	YP_095614.1	162	-	hypothetical protein lpg1585
chr	NC_002942.5	1754534	1754911	+	19833151	-	lpg1586	YP_095615.1	125	-	hypothetical protein lpg1586
chr	NC_002942.5	1754935	1755492	+	19833152	-	lpg1587	YP_095616.1	185	-	hypothetical protein lpg1587
chr	NC_002942.5	1755600	1757618	-	19833153	legC6	lpg1588	YP_095617.1	672	-	hypothetical protein lpg1588
chr	NC_002942.5	1757827	1758276	-	19833154	rplI	lpg1589	YP_095618.1	149	-	50S ribosomal protein L9
chr	NC_002942.5	1758289	1759236	-	19833155	-	lpg1590	YP_095619.1	315	-	hypothetical protein lpg1590
chr	NC_002942.5	1759202	1759429	-	19833156	rpsR	lpg1591	YP_095620.1	75	-	30S ribosomal protein S18
chr	NC_002942.5	1759443	1759781	-	19833157	rpsF	lpg1592	YP_095621.1	112	-	30S ribosomal protein S6
chr	NC_002942.5	1760090	1760287	+	19833158	-	lpg1593	YP_095622.1	65	-	carbon storage regulator CsrA
chr	NC_002942.5	1760298	1761188	+	19833159	-	lpg1594	YP_095623.1	296	-	hypothetical protein lpg1594
chr	NC_002942.5	1761225	1761959	-	19833160	-	lpg1595	YP_095624.1	244	-	hypothetical protein lpg1595
chr	NC_002942.5	1762019	1764037	-	19833161	yfcX	lpg1596	YP_095625.1	672	-	enoyl CoA hydratase
chr	NC_002942.5	1764030	1765349	-	19833162	-	lpg1597	YP_095626.1	439	-	acetyl-CoA acetyltransferase
chr	NC_002942.5	1765512	1766573	-	19833163	-	lpg1598	YP_095627.1	353	-	hypothetical protein lpg1598
chr	NC_002942.5	1766723	1766929	-	19833164	-	lpg1599	YP_095628.1	68	-	hypothetical protein lpg1599
chr	NC_002942.5	1766981	1768267	-	19833167	legL2	lpg1602	YP_095629.1	428	-	hypothetical protein lpg1602
chr	NC_002942.5	1768731	1770155	+	19833168	-	lpg1603	YP_095630.1	474	-	phospholipase
chr	NC_002942.5	1770226	1770903	-	19833169	-	lpg1604	YP_095631.1	225	-	hypothetical protein lpg1604
chr	NC_002942.5	1770905	1771384	-	19833170	-	lpg1605	YP_095632.1	159	-	hypothetical protein lpg1605
chr	NC_002942.5	1771492	1772151	+	19833171	-	lpg1606	YP_095633.1	219	-	hypothetical protein lpg1606
chr	NC_002942.5	1772377	1774704	+	19833172	capP	lpg1607	YP_095634.1	775	-	phosphoenolpyruvate carboxylase
chr	NC_002942.5	1774858	1775340	+	19833173	-	lpg1608	YP_095635.1	160	-	MutT/nudix family protein
chr	NC_002942.5	1775391	1776644	-	19833174	proA	lpg1609	YP_095636.1	417	-	gamma-glutamyl phosphate reductase
chr	NC_002942.5	1776653	1777723	-	19833175	proB	lpg1610	YP_095637.1	356	-	gamma-glutamyl kinase
chr	NC_002942.5	1778154	1779101	-	19833176	-	lpg1611	YP_095638.1	315	-	MerR family transcriptional regulator
chr	NC_002942.5	1779352	1780104	-	19833177	-	lpg1612	YP_095639.1	250	-	transcriptional regulator SkgA
chr	NC_002942.5	1780170	1780697	-	19833178	-	lpg1613	YP_095640.1	175	-	acetyltransferase
chr	NC_002942.5	1780694	1781650	-	19833179	yqkA	lpg1614	YP_095641.1	318	-	hypothetical protein lpg1614
chr	NC_002942.5	1781654	1783435	-	19833180	abcT3	lpg1615	YP_095642.1	593	-	hypothetical protein lpg1615
chr	NC_002942.5	1783428	1784888	-	19833181	uup	lpg1616	YP_095643.1	486	-	erythromycin ABC transporter ATP-binding protein
chr	NC_002942.5	1785236	1786108	+	19833182	-	lpg1617	YP_095644.1	290	-	hypothetical protein lpg1617
chr	NC_002942.5	1786233	1787075	-	19833183	-	lpg1618	YP_095645.1	280	-	beta-lactamase AmpS
chr	NC_002942.5	1787083	1788993	-	19833184	ftsI4	lpg1619	YP_095646.1	636	-	cell division protein FtsI
chr	NC_002942.5	1788993	1789433	-	19833185	-	lpg1620	YP_095647.1	146	-	hypothetical protein lpg1620
chr	NC_002942.5	1789603	1790922	-	19833186	-	lpg1621	YP_095648.1	439	-	hypothetical protein lpg1621
chr	NC_002942.5	1791042	1791815	-	19833187	-	lpg1622	YP_095649.1	257	-	hypothetical protein lpg1622
chr	NC_002942.5	1791933	1792964	-	19833188	-	lpg1623	YP_095650.1	343	-	hydrogenase
chr	NC_002942.5	1793220	1794203	+	19833189	-	lpg1624	YP_095651.1	327	-	alpha/beta hydrolase
chr	NC_002942.5	1794227	1794619	-	19833190	-	lpg1625	YP_095652.1	130	-	hypothetical protein lpg1625
chr	NC_002942.5	1794864	1797071	-	19833191	-	lpg1626	YP_095653.1	735	-	copper efflux ATPase
chr	NC_002942.5	1797226	1798140	+	19833192	-	lpg1627	YP_095654.1	304	-	secreted protein
chr	NC_002942.5	1798234	1799544	-	19833193	-	lpg1628	YP_095655.1	436	-	coenzyme F390 synthetase FtsA
chr	NC_002942.5	1799502	1800338	-	19833194	-	lpg1629	YP_095656.1	278	-	Zn-dependent hydrolase GumP
chr	NC_002942.5	1800317	1801303	-	19833195	-	lpg1630	YP_095657.1	328	-	3-beta-hydroxysteroid dehydrogenase/isomerase
chr	NC_002942.5	1801305	1802288	-	19833196	-	lpg1631	YP_095658.1	327	-	3-oxoacyl-ACP synthase
chr	NC_002942.5	1802420	1803601	+	19833197	-	lpg1632	YP_095659.1	393	-	glycosyltransferase
chr	NC_002942.5	1803601	1804257	+	19833198	-	lpg1633	YP_095660.1	218	-	hypothetical protein lpg1633
chr	NC_002942.5	1804345	1807347	-	19833199	-	lpg1634	YP_095661.1	1000	-	oxidase
chr	NC_002942.5	1807502	1808041	+	19833200	-	lpg1635	YP_095662.1	179	-	dienelactone hydrolase
chr	NC_002942.5	1808095	1808943	+	19833201	-	lpg1636	YP_095663.1	282	-	acetyltransferase
chr	NC_002942.5	1808947	1809837	+	19833202	-	lpg1637	YP_095664.1	296	-	polysaccharide deacetylase
chr	NC_002942.5	1809954	1811267	+	19833203	-	lpg1638	YP_095665.1	437	-	drug:proton antiporter
chr	NC_002942.5	1811280	1812596	-	19833204	-	lpg1639	YP_095666.1	438	-	hypothetical protein lpg1639
chr	NC_002942.5	1812687	1813244	+	19833205	-	lpg1640	YP_095667.1	185	-	transmembrane protein
chr	NC_002942.5	1813262	1815241	-	19833206	-	lpg1641	YP_095668.1	659	-	acylaminoacyl peptidase
chr	NC_002942.5	1815442	1816695	-	19833207	sidB	lpg1642	YP_095669.1	417	-	protein SidB
chr	NC_002942.5	1816951	1818219	-	19833208	thrC	lpg1643	YP_095670.2	422	-	threonine synthase
chr	NC_002942.5	1818391	1819155	-	19833209	-	lpg1644	YP_095671.1	254	-	hypothetical protein lpg1644
chr	NC_002942.5	1819383	1819958	-	19833210	-	lpg1645	YP_095672.1	191	-	hypothetical protein lpg1645
chr	NC_002942.5	1819958	1820488	-	19833211	-	lpg1646	YP_095673.1	176	-	cytochrome b561 transmembrane protein
chr	NC_002942.5	1820492	1821091	-	19833212	-	lpg1647	YP_095674.1	199	-	hypothetical protein lpg1647
chr	NC_002942.5	1821113	1821370	-	19833213	-	lpg1648	YP_095675.1	85	-	signal peptide protein
chr	NC_002942.5	1821492	1822394	-	19833214	iolE	lpg1649	YP_095676.1	300	-	myo-inositol catabolism protein IolE
chr	NC_002942.5	1822391	1824262	-	19833215	iolD	lpg1650	YP_095677.1	623	-	myo-inositol catabolism protein IolD
chr	NC_002942.5	1824301	1826187	-	19833216	-	lpg1651	YP_095678.1	628	-	IolC/IolB transferase kinase
chr	NC_002942.5	1826195	1827199	-	19833217	-	lpg1652	YP_095679.1	334	-	myo-inositol-2-dehydrogenase
chr	NC_002942.5	1827202	1828617	-	19833218	-	lpg1653	YP_095680.1	471	-	D-xylose-proton symporter
chr	NC_002942.5	1829032	1830150	-	19833219	-	lpg1654	YP_095681.1	372	-	hypothetical protein lpg1654
chr	NC_002942.5	1830346	1832019	-	19833220	lasB	lpg1655	YP_095682.1	557	-	class 4 metalloprotease
chr	NC_002942.5	1832061	1833014	-	19833221	-	lpg1656	YP_095683.1	317	-	hypothetical protein lpg1656
chr	NC_002942.5	1833166	1833933	+	19833222	-	lpg1657	YP_095684.1	255	-	NG,NG-dimethylarginine dimethylaminohydrolase
chr	NC_002942.5	1833912	1835249	+	19833223	-	lpg1658	YP_095685.1	445	-	amino acid antiporter
chr	NC_002942.5	1835379	1836422	+	19833224	-	lpg1659	YP_095686.1	347	-	hypothetical protein lpg1659
chr	NC_002942.5	1836560	1838041	+	19833225	legL3	lpg1660	YP_095687.1	493	-	hypothetical protein lpg1660
chr	NC_002942.5	1838135	1839253	-	19833226	-	lpg1661	YP_095688.1	372	-	hypothetical protein lpg1661
chr	NC_002942.5	1839414	1840010	+	19833227	-	lpg1662	YP_095689.1	198	-	transporter
chr	NC_002942.5	1840168	1840674	+	19833228	-	lpg1663	YP_095690.1	168	-	hypothetical protein lpg1663
chr	NC_002942.5	1840733	1843051	-	19833229	-	lpg1664	YP_095691.1	772	-	penicillin binding protein 1C, peptidoglycan biosynthesis
chr	NC_002942.5	1843217	1848982	+	19833230	-	lpg1665	YP_095692.1	1921	-	hypothetical protein lpg1665
chr	NC_002942.5	1849247	1850650	-	19833231	-	lpg1666	YP_095693.1	467	-	hypothetical protein lpg1666
chr	NC_002942.5	1850812	1852203	-	19833232	-	lpg1667	YP_095694.1	463	-	hypothetical protein lpg1667
chr	NC_002942.5	1852351	1853235	-	19833233	-	lpg1668	YP_095695.1	294	-	hypothetical protein lpg1668
chr	NC_002942.5	1854141	1856366	-	19833234	-	lpg1669	YP_095696.1	741	-	alpha-amylase
chr	NC_002942.5	1856669	1857559	+	19833235	-	lpg1670	YP_095697.1	296	-	hypothetical protein lpg1670
chr	NC_002942.5	1857651	1859780	+	19833236	-	lpg1671	YP_095698.1	709	-	alpha-amylase
chr	NC_002942.5	1859777	1860355	-	19833237	-	lpg1672	YP_095699.1	192	-	phosphoribosylglycinamide formyltransferase
chr	NC_002942.5	1860352	1861671	-	19833238	-	lpg1673	YP_095700.1	439	-	phosphoribosylamine-glycine ligase
chr	NC_002942.5	1861668	1863167	-	19833239	purF	lpg1674	YP_095701.1	499	-	amidophosphoribosyltransferase
chr	NC_002942.5	1863190	1864185	-	19833240	-	lpg1675	YP_095702.1	331	-	phosphoribosylaminoimidazole-succinocarboxamide synthase
chr	NC_002942.5	1864151	1865413	-	19833241	purQ	lpg1676	YP_095703.1	420	-	phosphoribosylformylglycinamidine synthase I
chr	NC_002942.5	1865410	1866486	-	19833242	purM	lpg1677	YP_095704.1	358	-	phosphoribosylaminoimidazole synthetase
chr	NC_002942.5	1866453	1868795	-	19833243	purL2	lpg1678	YP_095705.1	780	-	phosphoribosylformylglycinamidine synthase II
chr	NC_002942.5	1868948	1869661	-	19833244	-	lpg1679	YP_095706.1	237	-	hypothetical protein lpg1679
chr	NC_002942.5	1870228	1871607	-	19833245	dsbD	lpg1680	YP_095707.1	459	-	thiol:disulfide interchange protein DsbD
chr	NC_002942.5	1871705	1872022	-	19833246	-	lpg1681	YP_095708.1	105	-	hypothetical protein lpg1681
chr	NC_002942.5	1872119	1872970	-	19833247	-	lpg1682	YP_095709.1	283	-	short chain dehydrogenase/reductase oxidoreductase
chr	NC_002942.5	1873124	1874632	+	19833248	-	lpg1683	YP_095710.1	502	-	hypothetical protein lpg1683
chr	NC_002942.5	1874936	1876333	+	19833249	-	lpg1684	YP_095711.1	465	-	hypothetical protein lpg1684
chr	NC_002942.5	1876344	1877213	-	19833250	-	lpg1685	YP_095712.1	289	-	hypothetical protein lpg1685
chr	NC_002942.5	1877432	1877749	+	19833251	-	lpg1686	YP_095713.1	105	-	hypothetical protein lpg1686
chr	NC_002942.5	1877800	1879002	-	19833252	-	lpg1687	YP_095714.1	400	-	hypothetical protein lpg1687
chr	NC_002942.5	1879039	1880283	-	19833253	-	lpg1688	YP_095715.1	414	-	flagellar hook-length control protein
chr	NC_002942.5	1880467	1881093	+	19833254	-	lpg1689	YP_095716.1	208	-	hypothetical protein lpg1689
chr	NC_002942.5	1881178	1883853	+	19833255	acnA	lpg1690	YP_095717.1	891	-	aconitate hydratase
chr	NC_002942.5	1884118	1885512	+	19833256	-	lpg1691	YP_095718.1	464	-	amino acid antiporter
chr	NC_002942.5	1885806	1887116	+	19833257	-	lpg1692	YP_095719.1	436	-	hypothetical protein lpg1692
chr	NC_002942.5	1887061	1887339	-	19833258	-	lpg1693	YP_095720.1	92	-	hypothetical protein lpg1693
chr	NC_002942.5	1887472	1887846	-	19833259	-	lpg1694	YP_095721.1	124	-	transposase IS630 family
chr	NC_002942.5	1887731	1888036	-	19833260	-	lpg1695	YP_095722.1	101	-	transposase IS630 family
chr	NC_002942.5	1888202	1891366	-	19833261	putA	lpg1696	YP_095723.1	1054	-	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
chr	NC_002942.5	1891911	1892588	+	19833262	-	lpg1697	YP_095724.1	225	-	hypothetical protein lpg1697
chr	NC_002942.5	1893014	1893385	+	19833263	-	lpg1698	YP_095725.1	123	-	ProQ-like, activator of ProP osmoprotectant transporter
chr	NC_002942.5	1893413	1894105	-	19833264	ubiG	lpg1699	YP_095726.1	230	-	3-demethylubiquinone-9 3-methyltransferase
chr	NC_002942.5	1894092	1894811	-	19833265	-	lpg1700	YP_095727.1	239	-	uracil DNA glycosylase
chr	NC_002942.5	1895076	1896758	+	19833266	legC3	lpg1701	YP_095728.1	560	-	kinectin 1
chr	NC_002942.5	1896894	1898534	+	19833267	-	lpg1702	YP_095729.1	546	-	hypothetical protein lpg1702
chr	NC_002942.5	1898621	1899916	-	19833268	-	lpg1703	YP_095730.1	431	-	SOS mutagenesis and repair UmuC protein
chr	NC_002942.5	1899877	1900431	-	19833269	-	lpg1704	YP_095731.1	184	-	SOS (error prone) mutagenesis protein UmuD (RumA)
chr	NC_002942.5	1900567	1901790	+	19833270	-	lpg1705	YP_095732.1	407	-	hypothetical protein lpg1705
chr	NC_002942.5	1901787	1902830	+	19833271	-	lpg1706	YP_095733.1	347	-	arginine N-succinyltransferase subunit beta
chr	NC_002942.5	1902841	1904331	+	19833272	astD	lpg1707	YP_095734.1	496	-	succinylglutamic semialdehyde dehydrogenase
chr	NC_002942.5	1904337	1905683	+	19833273	astB	lpg1708	YP_095735.1	448	-	succinylarginine dihydrolase
chr	NC_002942.5	1905680	1906420	+	19833274	-	lpg1709	YP_095736.1	246	-	hypothetical protein lpg1709
chr	NC_002942.5	1906498	1906863	-	19833275	-	lpg1710	YP_095737.1	121	-	hypothetical protein lpg1710
chr	NC_002942.5	1907241	1907798	-	19833276	frr	lpg1711	YP_095738.1	185	-	ribosome recycling factor
chr	NC_002942.5	1907788	1908531	-	19833277	pyrH	lpg1712	YP_095739.1	247	-	uridylate kinase
chr	NC_002942.5	1908528	1909406	-	19833278	tsf	lpg1713	YP_095740.2	292	-	elongation factor Ts
chr	NC_002942.5	1909472	1910236	-	19833279	rpsB	lpg1714	YP_095741.2	254	-	30S ribosomal protein S2
chr	NC_002942.5	1910570	1910980	+	19833280	-	lpg1715	YP_095742.1	136	-	hypothetical protein lpg1715
chr	NC_002942.5	1911490	1911948	+	19833281	-	lpg1716	YP_095743.1	152	-	hypothetical protein lpg1716
chr	NC_002942.5	1912012	1913700	-	19833282	-	lpg1717	YP_095744.1	562	-	hypothetical protein lpg1717
chr	NC_002942.5	1914091	1915728	-	19833283	legAS4	lpg1718	YP_095745.1	545	-	hypothetical protein lpg1718
chr	NC_002942.5	1915872	1916636	+	19833284	map	lpg1719	YP_095746.1	254	-	methionine aminopeptidase
chr	NC_002942.5	1916623	1919208	+	19833285	glnD	lpg1720	YP_095747.1	861	-	protein-PII uridylyltransferase
chr	NC_002942.5	1919230	1919655	-	19833286	yfhC	lpg1721	YP_095748.1	141	-	deaminase
chr	NC_002942.5	1919670	1921247	-	19833287	guaA	lpg1722	YP_095749.1	525	-	GMP synthase
chr	NC_002942.5	1921250	1922722	-	19833288	guaB	lpg1723	YP_095750.1	490	-	inosine-5\'-monophosphate dehydrogenase
